0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.261201420000000144e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.101749999999999993e-02,1.586580000000000101e+00
1.788228160784065962e-02,4.518965209674277034e-02,1.419093491277366795e-02,2.261193693713137327e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.054780559531871137e-01,8.375652797659358106e-02,1.533840972023405858e+00
3.639064565504911142e-02,9.365152462246464915e-02,2.995967973083188754e-02,2.261185419814998022e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.176231106272716320e-01,1.398290553136358749e-01,1.477768444686363702e+00
5.534518960036537844e-02,1.452567085301093019e-01,4.741984500816497777e-02,2.261176617825684662e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.359792205796520159e-01,1.990071102898261224e-01,1.418590389710173705e+00
7.454154603646612198e-02,1.998021278324930150e-01,6.668109962977950000e-02,2.261167317522648955e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.599399956027744318e-01,2.609874978013874136e-01,1.356610002198612941e+00
9.375757260679312699e-02,2.570089394560519658e-01,8.784677349249579714e-02,2.261157558671443621e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.887582468166508987e-01,3.253966234083255915e-01,1.292200876591674596e+00
1.127617099302040682e-01,3.165242379923743909e-01,1.110113499146121313e-01,2.261147390270215328e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.215633037933133487e-01,3.917991518966568165e-01,1.225798348103343649e+00
1.313224404595864647e-01,3.779262434478101174e-01,1.362579077614893275e-01,2.261136869340832345e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.573851440239101951e-01,4.597100720119551842e-01,1.157887427988045115e+00
1.492181222215744341e-01,4.407328727581087402e-01,1.636555687983401175e-01,2.261126059343621091e+04,0.000000000000000000e+00,0.000000000000000000e+00,9.951837873195178430e-01,5.286093936597592302e-01,1.088988106340241124e+00
1.662464023956475856e-01,5.044133191002314609e-01,1.932569958988692715e-01,2.261115028328258995e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.133881894190847062e+00,5.979584470954236730e-01,1.019639052904576682e+00
1.822324509966977701e-01,5.684020248539761733e-01,2.250959740584777269e-01,2.261103846955007248e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.272398251171012129e+00,6.672166255855062067e-01,9.503808744144940368e-01
1.970353884121876786e-01,6.321142654106753911e-01,2.591850909339343256e-01,2.261092586525521983e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.409679857994560859e+00,7.358574289972805715e-01,8.817400710027196720e-01
2.105524874287144632e-01,6.949624797749534011e-01,2.955135193334504917e-01,2.261081317151343683e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.544730627446328830e+00,8.033828137231643352e-01,8.142146862768359084e-01
2.227209739265689215e-01,7.563724923044375936e-01,3.340448929963577562e-01,2.261070106164074241e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.676635199589954661e+00,8.693350997949770287e-01,7.482624002050232148e-01
2.335174910404209936e-01,8.157988558707509608e-01,3.747152609133465040e-01,2.261059016839214019e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.804576963850735405e+00,9.333059819253675116e-01,6.842915180746327319e-01
2.429554955421290852e-01,8.727386880951643056e-01,4.174311054973310897e-01,2.261048107471082767e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.927849978876025494e+00,9.949424894380125561e-01,6.226550105619875763e-01
2.510810004268829720e-01,9.267435427580207330e-01,4.620674166986405429e-01,2.261037430804007090e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.045865002330214288e+00,1.053950001165107064e+00,5.636474988348931792e-01
2.579671557325634579e-01,9.774290328127207550e-01,5.084658278714190294e-01,2.261027033798352932e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.158150240463028169e+00,1.110092620231514227e+00,5.075048797684865720e-01
2.637081742043087540e-01,1.024482079544237090e+00,5.564328399561229155e-01,2.261016957690623894e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.264347681105009613e+00,1.163191340552504949e+00,4.544061594474956278e-01
2.684130716710195763e-01,1.067665791078387993e+00,6.057381886478042654e-01,2.261007238294854324e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.364205990545086067e+00,1.213120495272543176e+00,4.044770047274573455e-01
2.721996201726610276e-01,1.106822066375187097e+00,6.561134453758592500e-01,2.260997906486800639e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.457570959096136765e+00,1.259802979548068969e+00,3.577945204519317746e-01
2.751888214879523731e-01,1.141872077422783072e+00,7.072509883335862391e-01,2.260988988811268428e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.544374405095331415e+00,1.303204702547666072e+00,3.143927974523342828e-01
2.775001139218971069e-01,1.172814805915429304e+00,7.588035360967970711e-01,2.260980508154399649e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.624622326462223487e+00,1.343328663231111886e+00,2.742688367688885243e-01
2.792474365182365248e-01,1.199723806896979328e+00,8.103845053064359094e-01,2.260972484425120274e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.698382952436727766e+00,1.380208976218364025e+00,2.373885237816363014e-01
2.805361988416829044e-01,1.222742347523670503e+00,8.615695366476018302e-01,2.260964935191691256e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.765775218813319558e+00,1.413905109406659921e+00,2.036923905933405443e-01
2.814611442250390394e-01,1.242077031863559666e+00,9.118996293256432795e-01,2.260957876219450918e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.826958083818578160e+00,1.444496541909289000e+00,1.731009580907113821e-01
2.821050502917331060e-01,1.257989981274215685e+00,9.608864289264167358e-01,2.260951321853942500e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.882121028233356697e+00,1.472078014116678046e+00,1.455194858833223914e-01
2.825381811375207164e-01,1.270789605267247602e+00,1.008020315244130494e+00,2.260945285189826609e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.931476046127450719e+00,1.496755523063725279e+00,1.208419769362754914e-01
2.828183880938470174e-01,1.280819984205970874e+00,1.052782011489125313e+00,2.260939777961613072e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.975251429455065377e+00,1.518643214727532831e+00,9.895428527246856454e-02
2.829917471965441855e-01,1.288448911509684658e+00,1.094658441522843972e+00,2.260934810089968596e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.013687670754556791e+00,1.537861335377278760e+00,7.973616462272273275e-02
2.830936179243881967e-01,1.294054732155215381e+00,1.133163428325933975e+00,2.260930388822150417e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.047035830939678558e+00,1.554535415469839643e+00,6.306208453016166893e-02
2.831500064280400020e-01,1.298012289285344734e+00,1.167863454285033908e+00,2.260926517424991107e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.075558701426555075e+00,1.568796850713277680e+00,4.880064928672376429e-02
2.831791153559206631e-01,1.300678564748603883e+00,1.198407965394326702e+00,2.260923193435440771e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.099534960639524606e+00,1.580784980319762445e+00,3.681251968023929733e-02
2.831929613634153187e-01,1.302378956536582422e+00,1.224562474779904653e+00,2.260920406560721676e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.119266181295536899e+00,1.590650590647768592e+00,2.694690935223312614e-02
2.831989428815993581e-01,1.303395505126000442e+00,1.246240965765711417e+00,2.260918136458612207e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.135085869775000145e+00,1.598560434887500215e+00,1.903706511250121206e-02
2.832012496676162283e-01,1.303958613361588803e+00,1.263531995768971239e+00,2.260916350814109683e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.147368647663325802e+00,1.604701823831663043e+00,1.289567616833886890e-02
2.832020278204476771e-01,1.304243687384488481e+00,1.276711059610222243e+00,2.260915004322507230e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.156536345227022533e+00,1.609285672613511409e+00,8.311827386490651046e-03
2.832022520107226882e-01,1.304373466651618241e+00,1.286231322640091657e+00,2.260914039295857947e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.163056674650324585e+00,1.612545837325162656e+00,5.051662674839180363e-03
2.832023056695134877e-01,1.304425608251308377e+00,1.292687256907488091e+00,2.260913388482906157e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.167430260279090692e+00,1.614732630139545710e+00,2.864869860455890489e-03
2.832023160052952737e-01,1.304443702239219904e+00,1.296751997698819991e+00,2.260912980198393780e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.170164233462090309e+00,1.616099616731045518e+00,1.497883268956064868e-03
2.832023175507047408e-01,1.304448994123724503e+00,1.299098493157623713e+00,2.260912745019504655e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.171735622704785040e+00,1.616885311352392884e+00,7.121886476088089106e-04
2.832023177229048838e-01,1.304450262929309767e+00,1.300322976223664106e+00,2.260912622444300723e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.172553636833992385e+00,1.617294318416996557e+00,3.031815830050337045e-04
2.832023177365622368e-01,1.304450504681229139e+00,1.300891411318914059e+00,2.260912565576614725e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.172932915927364927e+00,1.617483957963682828e+00,1.135420363186799342e-04
2.832023177372943179e-01,1.304450540025754446e+00,1.301121963547849925e+00,2.260912542517857219e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173086664540820667e+00,1.617560832270410698e+00,3.666772959110466693e-05
2.832023177373192979e-01,1.304450543837049281e+00,1.301202013974330329e+00,2.260912534512433922e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173140036573582901e+00,1.617587518286791815e+00,9.981713209565197588e-06
2.832023177373197420e-01,1.304450544126861677e+00,1.301225263731331738e+00,2.260912532187428951e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173155536798002441e+00,1.617595268399001585e+00,2.231600999929679509e-06
2.832023177373197420e-01,1.304450544141625423e+00,1.301230765435161585e+00,2.260912531637256689e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173159204620240814e+00,1.617597102310120771e+00,3.976898810584288105e-07
2.832023177373197420e-01,1.304450544142100599e+00,1.301231794750248083e+00,2.260912531534323716e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173159890830931751e+00,1.617597445415466240e+00,5.458453558123357439e-08
2.832023177373197420e-01,1.304450544142109703e+00,1.301231941864336106e+00,2.260912531519612821e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173159988907002127e+00,1.617597494453501428e+00,5.546500248781215855e-09
2.832023177373197420e-01,1.304450544142109703e+00,1.301231957307754650e+00,2.260912531518068135e+04,0.000000000000000000e+00,0.000000000000000000e+00,3.173159999202614934e+00,1.617597499601307831e+00,3.986938843862328470e-10
